task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session
Most not;teachers;golfers/Some not;golfers;bankers,NVC,All;teachers;bankers|All;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|Most;teachers;bankers|Most;bankers;teachers|Most not;teachers;bankers|Most not;bankers;teachers|NVC,syllogistic-generalized,single-choice,participant_3,111,4289.0,DO1,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Some not;barbers;investors/Some;barbers;jugglers,NVC,All;investors;jugglers|All;jugglers;investors|No;investors;jugglers|No;jugglers;investors|Some;investors;jugglers|Some;jugglers;investors|Some not;investors;jugglers|Some not;jugglers;investors|Most;investors;jugglers|Most;jugglers;investors|Most not;investors;jugglers|Most not;jugglers;investors|NVC,syllogistic-generalized,single-choice,participant_3,112,3792.0,OI4,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
All;assistants;scholars/Most not;assistants;farmers,Some not;scholars;farmers,All;scholars;farmers|All;farmers;scholars|No;scholars;farmers|No;farmers;scholars|Some;scholars;farmers|Some;farmers;scholars|Some not;scholars;farmers|Some not;farmers;scholars|Most;scholars;farmers|Most;farmers;scholars|Most not;scholars;farmers|Most not;farmers;scholars|NVC,syllogistic-generalized,single-choice,participant_3,113,10012.0,AD4,Oac,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Some;editors;florists/Some not;editors;soldiers,NVC,All;florists;soldiers|All;soldiers;florists|No;florists;soldiers|No;soldiers;florists|Some;florists;soldiers|Some;soldiers;florists|Some not;florists;soldiers|Some not;soldiers;florists|Most;florists;soldiers|Most;soldiers;florists|Most not;florists;soldiers|Most not;soldiers;florists|NVC,syllogistic-generalized,single-choice,participant_3,114,3664.0,IO4,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Some not;cashiers;poets/No;poets;waiters,Some not;cashiers;waiters,All;cashiers;waiters|All;waiters;cashiers|No;cashiers;waiters|No;waiters;cashiers|Some;cashiers;waiters|Some;waiters;cashiers|Some not;cashiers;waiters|Some not;waiters;cashiers|Most;cashiers;waiters|Most;waiters;cashiers|Most not;cashiers;waiters|Most not;waiters;cashiers|NVC,syllogistic-generalized,single-choice,participant_3,115,6559.0,OE1,Oac,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Most;drivers;hikers/Some not;writers;hikers,NVC,All;drivers;writers|All;writers;drivers|No;drivers;writers|No;writers;drivers|Some;drivers;writers|Some;writers;drivers|Some not;drivers;writers|Some not;writers;drivers|Most;drivers;writers|Most;writers;drivers|Most not;drivers;writers|Most not;writers;drivers|NVC,syllogistic-generalized,single-choice,participant_3,116,3375.0,TO3,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
No;students;cyclists/Most;buyers;cyclists,Most not;buyers;students,All;students;buyers|All;buyers;students|No;students;buyers|No;buyers;students|Some;students;buyers|Some;buyers;students|Some not;students;buyers|Some not;buyers;students|Most;students;buyers|Most;buyers;students|Most not;students;buyers|Most not;buyers;students|NVC,syllogistic-generalized,single-choice,participant_3,117,31221.0,ET3,Dca,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Most not;agents;brokers/No;brokers;secretaries,NVC,All;agents;secretaries|All;secretaries;agents|No;agents;secretaries|No;secretaries;agents|Some;agents;secretaries|Some;secretaries;agents|Some not;agents;secretaries|Some not;secretaries;agents|Most;agents;secretaries|Most;secretaries;agents|Most not;agents;secretaries|Most not;secretaries;agents|NVC,syllogistic-generalized,single-choice,participant_3,118,11722.0,DE1,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Some not;novelists;analysts/Some not;travelers;analysts,NVC,All;novelists;travelers|All;travelers;novelists|No;novelists;travelers|No;travelers;novelists|Some;novelists;travelers|Some;travelers;novelists|Some not;novelists;travelers|Some not;travelers;novelists|Most;novelists;travelers|Most;travelers;novelists|Most not;novelists;travelers|Most not;travelers;novelists|NVC,syllogistic-generalized,single-choice,participant_3,119,4110.0,OO3,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Some not;dancers;typists/Some;boxers;typists,NVC,All;dancers;boxers|All;boxers;dancers|No;dancers;boxers|No;boxers;dancers|Some;dancers;boxers|Some;boxers;dancers|Some not;dancers;boxers|Some not;boxers;dancers|Most;dancers;boxers|Most;boxers;dancers|Most not;dancers;boxers|Most not;boxers;dancers|NVC,syllogistic-generalized,single-choice,participant_3,120,4215.0,OI3,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
No;engineers;fencers/Some not;fencers;campers,NVC,All;engineers;campers|All;campers;engineers|No;engineers;campers|No;campers;engineers|Some;engineers;campers|Some;campers;engineers|Some not;engineers;campers|Some not;campers;engineers|Most;engineers;campers|Most;campers;engineers|Most not;engineers;campers|Most not;campers;engineers|NVC,syllogistic-generalized,single-choice,participant_3,121,58450.0,EO1,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Most;actors;drillers/No;nurses;actors,NVC,All;drillers;nurses|All;nurses;drillers|No;drillers;nurses|No;nurses;drillers|Some;drillers;nurses|Some;nurses;drillers|Some not;drillers;nurses|Some not;nurses;drillers|Most;drillers;nurses|Most;nurses;drillers|Most not;drillers;nurses|Most not;nurses;drillers|NVC,syllogistic-generalized,single-choice,participant_3,122,5102.0,TE2,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Most not;judges;brewers/Most;porters;judges,Most not;porters;brewers,All;brewers;porters|All;porters;brewers|No;brewers;porters|No;porters;brewers|Some;brewers;porters|Some;porters;brewers|Some not;brewers;porters|Some not;porters;brewers|Most;brewers;porters|Most;porters;brewers|Most not;brewers;porters|Most not;porters;brewers|NVC,syllogistic-generalized,single-choice,participant_3,123,11196.0,DT2,Dca,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Most;assistants;scholars/Most;assistants;farmers,Most;scholars;farmers,All;scholars;farmers|All;farmers;scholars|No;scholars;farmers|No;farmers;scholars|Some;scholars;farmers|Some;farmers;scholars|Some not;scholars;farmers|Some not;farmers;scholars|Most;scholars;farmers|Most;farmers;scholars|Most not;scholars;farmers|Most not;farmers;scholars|NVC,syllogistic-generalized,single-choice,participant_3,124,6895.0,TT4,Tac,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Most not;trainers;architects/Some;architects;designers,NVC,All;trainers;designers|All;designers;trainers|No;trainers;designers|No;designers;trainers|Some;trainers;designers|Some;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|Most;trainers;designers|Most;designers;trainers|Most not;trainers;designers|Most not;designers;trainers|NVC,syllogistic-generalized,single-choice,participant_3,125,3654.0,DI1,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
No;drillers;actors/All;actors;nurses,No;drillers;nurses,All;drillers;nurses|All;nurses;drillers|No;drillers;nurses|No;nurses;drillers|Some;drillers;nurses|Some;nurses;drillers|Some not;drillers;nurses|Some not;nurses;drillers|Most;drillers;nurses|Most;nurses;drillers|Most not;drillers;nurses|Most not;nurses;drillers|NVC,syllogistic-generalized,single-choice,participant_3,126,14763.0,EA1,Eac,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Most;painters;workers/Most;actors;workers,NVC,All;painters;actors|All;actors;painters|No;painters;actors|No;actors;painters|Some;painters;actors|Some;actors;painters|Some not;painters;actors|Some not;actors;painters|Most;painters;actors|Most;actors;painters|Most not;painters;actors|Most not;actors;painters|NVC,syllogistic-generalized,single-choice,participant_3,127,9987.0,TT3,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Some;skaters;climbers/Most not;climbers;therapists,NVC,All;skaters;therapists|All;therapists;skaters|No;skaters;therapists|No;therapists;skaters|Some;skaters;therapists|Some;therapists;skaters|Some not;skaters;therapists|Some not;therapists;skaters|Most;skaters;therapists|Most;therapists;skaters|Most not;skaters;therapists|Most not;therapists;skaters|NVC,syllogistic-generalized,single-choice,participant_3,128,8859.0,ID1,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Some;chemists;sailors/All;chemists;potters,Some;potters;sailors,All;sailors;potters|All;potters;sailors|No;sailors;potters|No;potters;sailors|Some;sailors;potters|Some;potters;sailors|Some not;sailors;potters|Some not;potters;sailors|Most;sailors;potters|Most;potters;sailors|Most not;sailors;potters|Most not;potters;sailors|NVC,syllogistic-generalized,single-choice,participant_3,129,6675.0,IA4,Ica,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
No;climbers;tellers/All;climbers;doctors,No;doctors;tellers,All;tellers;doctors|All;doctors;tellers|No;tellers;doctors|No;doctors;tellers|Some;tellers;doctors|Some;doctors;tellers|Some not;tellers;doctors|Some not;doctors;tellers|Most;tellers;doctors|Most;doctors;tellers|Most not;tellers;doctors|Most not;doctors;tellers|NVC,syllogistic-generalized,single-choice,participant_3,130,6666.0,EA4,Eca,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Some;bakers;gamblers/Some not;sculptors;bakers,NVC,All;gamblers;sculptors|All;sculptors;gamblers|No;gamblers;sculptors|No;sculptors;gamblers|Some;gamblers;sculptors|Some;sculptors;gamblers|Some not;gamblers;sculptors|Some not;sculptors;gamblers|Most;gamblers;sculptors|Most;sculptors;gamblers|Most not;gamblers;sculptors|Most not;sculptors;gamblers|NVC,syllogistic-generalized,single-choice,participant_3,131,3854.0,IO2,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Some;cooks;swimmers/Most not;mayors;swimmers,NVC,All;cooks;mayors|All;mayors;cooks|No;cooks;mayors|No;mayors;cooks|Some;cooks;mayors|Some;mayors;cooks|Some not;cooks;mayors|Some not;mayors;cooks|Most;cooks;mayors|Most;mayors;cooks|Most not;cooks;mayors|Most not;mayors;cooks|NVC,syllogistic-generalized,single-choice,participant_3,132,3842.0,ID3,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
All;tailors;singers/No;pilots;tailors,No;pilots;singers,All;singers;pilots|All;pilots;singers|No;singers;pilots|No;pilots;singers|Some;singers;pilots|Some;pilots;singers|Some not;singers;pilots|Some not;pilots;singers|Most;singers;pilots|Most;pilots;singers|Most not;singers;pilots|Most not;pilots;singers|NVC,syllogistic-generalized,single-choice,participant_3,133,5075.0,AE2,Eca,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Some not;poets;miners/Most not;poets;skaters,NVC,All;miners;skaters|All;skaters;miners|No;miners;skaters|No;skaters;miners|Some;miners;skaters|Some;skaters;miners|Some not;miners;skaters|Some not;skaters;miners|Most;miners;skaters|Most;skaters;miners|Most not;miners;skaters|Most not;skaters;miners|NVC,syllogistic-generalized,single-choice,participant_3,134,22510.0,OD4,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
No;riders;joggers/Some;joggers;counselors,No;riders;counselors,All;riders;counselors|All;counselors;riders|No;riders;counselors|No;counselors;riders|Some;riders;counselors|Some;counselors;riders|Some not;riders;counselors|Some not;counselors;riders|Most;riders;counselors|Most;counselors;riders|Most not;riders;counselors|Most not;counselors;riders|NVC,syllogistic-generalized,single-choice,participant_3,135,15324.0,EI1,Eac,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Most not;hunters;athletes/Some;hunters;lawyers,NVC,All;athletes;lawyers|All;lawyers;athletes|No;athletes;lawyers|No;lawyers;athletes|Some;athletes;lawyers|Some;lawyers;athletes|Some not;athletes;lawyers|Some not;lawyers;athletes|Most;athletes;lawyers|Most;lawyers;athletes|Most not;athletes;lawyers|Most not;lawyers;athletes|NVC,syllogistic-generalized,single-choice,participant_3,136,7728.0,DI4,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
No;cashiers;poets/Some;waiters;cashiers,NVC,All;poets;waiters|All;waiters;poets|No;poets;waiters|No;waiters;poets|Some;poets;waiters|Some;waiters;poets|Some not;poets;waiters|Some not;waiters;poets|Most;poets;waiters|Most;waiters;poets|Most not;poets;waiters|Most not;waiters;poets|NVC,syllogistic-generalized,single-choice,participant_3,137,3299.0,EI2,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Most not;athletes;hunters/Most not;lawyers;athletes,NVC,All;hunters;lawyers|All;lawyers;hunters|No;hunters;lawyers|No;lawyers;hunters|Some;hunters;lawyers|Some;lawyers;hunters|Some not;hunters;lawyers|Some not;lawyers;hunters|Most;hunters;lawyers|Most;lawyers;hunters|Most not;hunters;lawyers|Most not;lawyers;hunters|NVC,syllogistic-generalized,single-choice,participant_3,138,47133.0,DD2,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Some not;bankers;teachers/All;golfers;bankers,Some not;golfers;teachers,All;teachers;golfers|All;golfers;teachers|No;teachers;golfers|No;golfers;teachers|Some;teachers;golfers|Some;golfers;teachers|Some not;teachers;golfers|Some not;golfers;teachers|Most;teachers;golfers|Most;golfers;teachers|Most not;teachers;golfers|Most not;golfers;teachers|NVC,syllogistic-generalized,single-choice,participant_3,139,6360.0,OA2,Oca,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Most;florists;soldiers/All;soldiers;editors,Most;florists;editors,All;florists;editors|All;editors;florists|No;florists;editors|No;editors;florists|Some;florists;editors|Some;editors;florists|Some not;florists;editors|Some not;editors;florists|Most;florists;editors|Most;editors;florists|Most not;florists;editors|Most not;editors;florists|NVC,syllogistic-generalized,single-choice,participant_3,140,6739.0,TA1,Tac,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
No;dentists;plumbers/Most not;plumbers;lifeguards,NVC,All;dentists;lifeguards|All;lifeguards;dentists|No;dentists;lifeguards|No;lifeguards;dentists|Some;dentists;lifeguards|Some;lifeguards;dentists|Some not;dentists;lifeguards|Some not;lifeguards;dentists|Most;dentists;lifeguards|Most;lifeguards;dentists|Most not;dentists;lifeguards|Most not;lifeguards;dentists|NVC,syllogistic-generalized,single-choice,participant_3,141,3519.0,ED1,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Most;bakers;gamblers/All;sculptors;gamblers,NVC,All;bakers;sculptors|All;sculptors;bakers|No;bakers;sculptors|No;sculptors;bakers|Some;bakers;sculptors|Some;sculptors;bakers|Some not;bakers;sculptors|Some not;sculptors;bakers|Most;bakers;sculptors|Most;sculptors;bakers|Most not;bakers;sculptors|Most not;sculptors;bakers|NVC,syllogistic-generalized,single-choice,participant_3,142,4111.0,TA3,NVC,female,associate,10,74,90,68,yes,reasoning,no,43,99,81,yes,no,no,3
Some;cashiers;waiters/All;waiters;poets,Some;cashiers;poets,All;cashiers;poets|All;poets;cashiers|No;cashiers;poets|No;poets;cashiers|Some;cashiers;poets|Some;poets;cashiers|Some not;cashiers;poets|Some not;poets;cashiers|Most;cashiers;poets|Most;poets;cashiers|Most not;cashiers;poets|Most not;poets;cashiers|NVC,syllogistic-generalized,single-choice,participant_30,0,6098.0,IA1,Iac,female,highschool,30,50,60,60,no,,no,70,40,30,yes,,,1
All;tellers;climbers/Most not;climbers;doctors,Most not;tellers;doctors,All;tellers;doctors|All;doctors;tellers|No;tellers;doctors|No;doctors;tellers|Some;tellers;doctors|Some;doctors;tellers|Some not;tellers;doctors|Some not;doctors;tellers|Most;tellers;doctors|Most;doctors;tellers|Most not;tellers;doctors|Most not;doctors;tellers|NVC,syllogistic-generalized,single-choice,participant_30,1,5328.0,AD1,Dac,female,highschool,30,50,60,60,no,,no,70,40,30,yes,,,1
Most not;climbers;skaters/Some not;therapists;skaters,NVC,All;climbers;therapists|All;therapists;climbers|No;climbers;therapists|No;therapists;climbers|Some;climbers;therapists|Some;therapists;climbers|Some not;climbers;therapists|Some not;therapists;climbers|Most;climbers;therapists|Most;therapists;climbers|Most not;climbers;therapists|Most not;therapists;climbers|NVC,syllogistic-generalized,single-choice,participant_30,2,10408.0,DO3,NVC,female,highschool,30,50,60,60,no,,no,70,40,30,yes,,,1
Some;drillers;nurses/Some;actors;drillers,NVC,All;nurses;actors|All;actors;nurses|No;nurses;actors|No;actors;nurses|Some;nurses;actors|Some;actors;nurses|Some not;nurses;actors|Some not;actors;nurses|Most;nurses;actors|Most;actors;nurses|Most not;nurses;actors|Most not;actors;nurses|NVC,syllogistic-generalized,single-choice,participant_30,3,2940.0,II2,NVC,female,highschool,30,50,60,60,no,,no,70,40,30,yes,,,1
